casename,judge_name,girls,any_girls,progressive_vote,republican,age,catholic,woman,african,hispanic,child,femplaintiff,area,religion,race,circuit,year
Smith v. Sheahan,"Evans, Terence",2,1,1,0,55,1,0,0,0,3,1,employment,4,1,7,1999
Sanchez v. Henderson,"Easterbrook, Frank H.",0,0,0,1,37,0,0,0,0,0,0,employment,3,1,7,1999
Kokkinis v. Ivkovich,"Flaum, Joel M.",1,1,0,1,47,0,0,0,0,2,0,employment,5,1,7,1999
Maldonado v. United States Bank,"Wood, Diane",2,1,1,0,45,0,1,0,0,3,1,pregnancy,99,1,7,1999
Hill v. Ross,"Ripple, Kenneth F.",3,1,1,1,42,1,0,0,0,3,0,employment,4,1,7,1999
Jackson v. E.J. Brach Corp.,"Coffey, John L.",1,1,0,1,60,1,0,0,0,2,0,employment,4,1,7,1999
Murphy v. ITT Educ. Servs.,"Wood, Harlington, Jr.",1,1,0,1,56,0,0,0,0,1,1,employment,8,1,7,1999
Scott v. Parkview Mem. Hosp.,"Easterbrook, Frank H.",0,0,0,1,37,0,0,0,0,0,0,employment,3,1,7,1999
Minor v. Ivy Tech State College,"Cudahy, Richard D.",4,1,0,0,53,1,0,0,0,7,1,employment,4,1,7,1999
Wilson v. Chrysler Corp.,"Cudahy, Richard D.",4,1,1,0,53,1,0,0,0,7,1,employment,4,1,7,1999
Shermer v. Illinois DOT,"Easterbrook, Frank H.",0,0,0,1,37,0,0,0,0,0,0,employment,3,1,7,1999
Sheehan v. Donlen Corp.,"Bauer, William J.",2,1,1,1,49,1,0,0,0,2,1,pregnancy,4,1,7,1999
Mills v. Health Care Serv. Corp.,"Flaum, Joel M.",1,1,0,1,47,0,0,0,0,2,0,employment,5,1,7,1999
Shepherd v. Slater Steels Corp.,"Ripple, Kenneth F.",3,1,1,1,42,1,0,0,0,3,0,employment,4,1,7,1999
Hentosh v. Herman M. Finch Univ. of Health Sciences/The Chicago Med. Sch.,"Easterbrook, Frank H.",0,0,0,1,37,0,0,0,0,0,1,employment,3,1,7,1999
"Koveleskie v. SBC Capital Mkts., Inc.","Easterbrook, Frank H.",0,0,0,1,37,0,0,0,0,0,1,employment,3,1,7,1999
"Hardin v. S.C. Johnson & Son, Inc.","Easterbrook, Frank H.",0,0,0,1,37,0,0,0,0,0,1,employment,3,1,7,1999
Garrison v. Burke,"Flaum, Joel M.",1,1,0,1,47,0,0,0,0,2,1,employment,5,1,7,1999
Adusumilli v. City of Chicago,"Bauer, William J.",2,1,0,1,49,1,0,0,0,2,1,employment,4,1,7,1998
Bragg v. Navistar Int'l Transp. Corp.,"Cudahy, Richard D.",4,1,0,0,53,1,0,0,0,7,1,employment,4,1,7,1998
Fortier v. Ameritech Mobile Communs.,"Ripple, Kenneth F.",3,1,0,1,42,1,0,0,0,3,0,employment,4,1,7,1998
Nelms v. Modisett,"Coffey, John L.",1,1,0,1,60,1,0,0,0,2,0,employment,4,1,7,1998
Leisen v. City of Shelbyville,"Ripple, Kenneth F.",3,1,0,1,42,1,0,0,0,3,1,employment,4,1,7,1998
Shea v. Galaxie Lumber & Constr. Co.,"Flaum, Joel M.",1,1,1,1,47,0,0,0,0,2,1,employment,5,1,7,1998
"Cianci v. Pettibone Corp., Beardsley Piper Div.","Coffey, John L.",1,1,0,1,60,1,0,0,0,2,1,employment,4,1,7,1998
United States v. Wilson,"Kanne, Michael S.",2,1,0,1,49,1,0,0,0,2,0,employment,4,1,7,1998
Morrow v. Wal-Mart Stores,"Flaum, Joel M.",1,1,0,1,47,0,0,0,0,2,0,employment,5,1,7,1998
Varner v. Illinois State Univ.,"Wood, Harlington, Jr.",1,1,1,1,56,0,0,0,0,1,1,employment,8,1,7,1998
Milner v. Apfel,"Cummings, Walter",0,0,0,0,50,1,0,0,0,3,1,employment,4,1,7,1998
Sweeney v. W.,"Manion, Daniel A.",0,0,0,1,44,1,0,0,0,0,1,employment,4,1,7,1998
Fairchild v. Forma Sci.,"Kanne, Michael S.",2,1,0,1,49,1,0,0,0,2,0,employment,4,1,7,1998
"Hoffman v. MCA, Inc.","Ripple, Kenneth F.",3,1,0,1,42,1,0,0,0,3,0,employment,4,1,7,1998
Lindale v. Tokheim Corp.,"Easterbrook, Frank H.",0,0,0,1,37,0,0,0,0,0,1,employment,3,1,7,1998
Steffes v. Stepan Co.,"Flaum, Joel M.",1,1,0,1,47,0,0,0,0,2,1,employment,5,1,7,1998
United States ex rel. SBA v. Torres,"Manion, Daniel A.",0,0,0,1,44,1,0,0,0,0,3,employment,4,1,7,1998
Cowan v. Prudential Ins. Co. of Am.,"Cummings, Walter",0,0,0,0,50,1,0,0,0,3,1,employment,4,1,7,1998
Harris v. Union Pac. R.R.,"Manion, Daniel A.",0,0,1,1,44,1,0,0,0,0,1,pregnancy,4,1,7,1998
"Kennedy v. Schoenberg, Fisher & Newman","Manion, Daniel A.",0,0,0,1,44,1,0,0,0,0,1,pregnancy,4,1,7,1998
McNutt v. Board of Trustees,"Wood, Diane",2,1,0,0,45,0,1,0,0,3,0,employment,99,1,7,1998
Stopka v. Alliance of Am. Insurers,"Ripple, Kenneth F.",3,1,0,1,42,1,0,0,0,3,1,employment,4,1,7,1998
Bermudez v. TRC Holdings,"Coffey, John L.",1,1,1,1,60,1,0,0,0,2,3,employment,4,1,7,1998
James v. Sheahan,"Coffey, John L.",1,1,0,1,60,1,0,0,0,2,1,employment,4,1,7,1998
Timm v. Progressive Steel Treating,"Easterbrook, Frank H.",0,0,1,1,37,0,0,0,0,0,1,employment,3,1,7,1998
Gibson v. Brown,"Manion, Daniel A.",0,0,1,1,44,1,0,0,0,0,0,employment,4,1,7,1998
Doe v. Univ. of Ill.,"Coffey, John L.",1,1,1,1,60,1,0,0,0,2,1,employment,4,1,7,1998
"Williams v. Pharmacia, Inc.","Flaum, Joel M.",1,1,1,1,47,0,0,0,0,2,1,employment,5,1,7,1998
Larimer v. Dayton Hudson Corp.,"Coffey, John L.",1,1,0,1,60,1,0,0,0,2,3,employment,4,1,7,1998
Gastineau v. Fleet Mortg. Corp.,"Easterbrook, Frank H.",0,0,0,1,37,0,0,0,0,0,1,employment,3,1,7,1998
Hibben v. Nardone,"Manion, Daniel A.",0,0,0,1,44,1,0,0,0,0,0,employment,4,1,7,1998
Hetreed v. Allstate Ins. Co.,"Easterbrook, Frank H.",0,0,0,1,37,0,0,0,0,0,1,employment,3,1,7,1998
Balton v. City of Milwaukee,"Coffey, John L.",1,1,0,1,60,1,0,0,0,2,0,employment,4,1,7,1998
Mary M. v. North Lawrence Community Sch. Corp.,"Flaum, Joel M.",1,1,1,1,47,0,0,0,0,2,1,employment,5,1,7,1997
Waid v. Merrill Area Pub. Sch.,"Ripple, Kenneth F.",3,1,1,1,42,1,0,0,0,3,1,employment,4,1,7,1997
Skouby v. Prudential Ins. Co. of Am.,"Ripple, Kenneth F.",3,1,0,1,42,1,0,0,0,3,1,employment,4,1,7,1997
Smith v. Metropolitan Sch. Dist. Perry Twp.,"Manion, Daniel A.",0,0,0,1,44,1,0,0,0,0,1,employment,4,1,7,1997
"Johnson v. Hondo, Inc.","Flaum, Joel M.",1,1,0,1,47,0,0,0,0,2,0,employment,5,1,7,1997
Speer v. Rand McNally & Co.,"Manion, Daniel A.",0,0,0,1,44,1,0,0,0,0,1,pregnancy,4,1,7,1997
Weigel v. Target Stores,"Kanne, Michael S.",2,1,0,1,49,1,0,0,0,2,1,employment,4,1,7,1997
Gibson v. Neighborhood Health Clinics,"Cudahy, Richard D.",4,1,1,0,53,1,0,0,0,7,1,employment,4,1,7,1997
Jansen v. Packaging Corp. of Am.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,7,1997
O'Regan v. Arbitration Forums,"Rovner, Ilana",0,0,1,1,54,0,1,0,0,1,1,employment,5,1,7,1997
Brasic v. Heinemann's Inc.,"Ripple, Kenneth F.",3,1,0,1,42,1,0,0,0,3,1,employment,4,1,7,1997
Doe by Doe v. City of Belleville,"Manion, Daniel A.",0,0,1,1,44,1,0,0,0,0,1,employment,4,1,7,1997
Brill v. Lante Corp.,"Eschbach, Jesse E.",1,1,0,1,61,0,0,0,0,2,1,employment,7,1,7,1997
Ilhardt v. Sara Lee Corp.,"Coffey, John L.",1,1,0,1,60,1,0,0,0,2,1,pregnancy,4,1,7,1997
Gleason v. Mesirow Fin.,"Ripple, Kenneth F.",3,1,0,1,42,1,0,0,0,3,1,pregnancy,4,1,7,1997
Clark v. Runyon,"Ripple, Kenneth F.",3,1,0,1,42,1,0,0,0,3,1,employment,4,1,7,1997
Auston v. Schubnell,"Coffey, John L.",1,1,0,1,60,1,0,0,0,2,0,employment,4,1,7,1997
Leffel v. Valley Fin. Servs.,"Eschbach, Jesse E.",1,1,0,1,61,0,0,0,0,2,1,employment,7,1,7,1997
Senner v. Northcentral Tech. College,"Coffey, John L.",1,1,0,1,60,1,0,0,0,2,0,employment,4,1,7,1997
Greenslade v. Chicago Sun-Times,"Kanne, Michael S.",2,1,0,1,49,1,0,0,0,2,1,employment,4,1,7,1997
Hunt-Golliday v. Metropolitan Water Reclamation Dist.,"Ripple, Kenneth F.",3,1,1,1,42,1,0,0,0,3,1,pregnancy,4,1,7,1997
Pasqua v. Metropolitan Life Ins. Co.,"Ripple, Kenneth F.",3,1,0,1,42,1,0,0,0,3,0,employment,4,1,7,1996
"Geier v. Medtronic, Inc.","Flaum, Joel M.",1,1,0,1,47,0,0,0,0,2,1,pregnancy,5,1,7,1996
Cheek v. Peabody Coal Co.,"Manion, Daniel A.",0,0,0,1,44,1,0,0,0,0,1,employment,4,1,7,1996
Bryson v. Chicago State Univ.,"Ripple, Kenneth F.",3,1,1,1,42,1,0,0,0,3,1,employment,4,1,7,1996
Emmel v. Coca-Cola Bottling Co.,"Manion, Daniel A.",0,0,1,1,44,1,0,0,0,0,1,employment,4,1,7,1996
Ortiz v. John O. Butler Co.,"Ripple, Kenneth F.",3,1,0,1,42,1,0,0,0,3,1,employment,4,1,7,1996
Wagner v. Nutrasweet Co.,"Easterbrook, Frank H.",0,0,1,1,37,0,0,0,0,0,1,employment,3,1,7,1996
Whalen v. Rubin,"Wood, Diane",2,1,0,0,45,0,1,0,0,3,0,employment,99,1,7,1996
McKenzie v. Illinois DOT,"Manion, Daniel A.",0,0,0,1,44,1,0,0,0,0,1,employment,4,1,7,1996
Nabozny v. Podlesny,"Eschbach, Jesse E.",1,1,1,1,61,0,0,0,0,2,0,equal protection,7,1,7,1996
Waid v. Merrill Area Pub. Sch.,"Cudahy, Richard D.",4,1,1,0,53,1,0,0,0,7,1,employment,4,1,7,1996
Smart v. Ball State Univ.,"Kanne, Michael S.",2,1,0,1,49,1,0,0,0,2,1,employment,4,1,7,1996
Ost v. West Suburban Travelers Limousine,"Ripple, Kenneth F.",3,1,0,1,42,1,0,0,0,3,1,employment,4,1,7,1996
Nanda v. Bd. of Trs. of the Univ. of Ill.,"Kanne, Michael S.",2,1,1,1,49,1,0,0,0,2,1,employment,4,1,7,2002
Schroeder v. Hamilton Sch. Dist.,"Manion, Daniel A.",0,0,0,1,44,1,0,0,0,0,0,equal protection,4,1,7,2002
Hedrich v. Bd. of Regents of the Univ. of Wis. Sys.,"Manion, Daniel A.",0,0,0,1,44,1,0,0,0,0,1,employment,4,1,7,2001
Cherry v. Univ. of Wis. Sys. Bd. of Regents,"Manion, Daniel A.",0,0,1,1,44,1,0,0,0,0,1,Title IX,4,1,7,2001
Builders Ass'n of Greater Chicago v. County of Cook,"Easterbrook, Frank H.",0,0,0,1,37,0,0,0,0,0,0,equal protection,3,1,7,2001
Holman v. United States Rrb,"Ripple, Kenneth F.",3,1,0,1,42,1,0,0,0,3,0,equal protection,4,1,7,2001
Manley v. City of Chicago,"Wood, Diane",2,1,0,0,45,0,1,0,0,3,0,equal protection,99,1,7,2001
Varner v. Illinois State Univ.,"Bauer, William J.",2,1,1,1,49,1,0,0,0,2,1,equal protection,4,1,7,2000
Wedderburn v. INS,"Easterbrook, Frank H.",0,0,0,1,37,0,0,0,0,0,1,equal protection,3,1,7,2000
Hilton v. City of Wheeling,"Flaum, Joel M.",1,1,0,1,47,0,0,0,0,2,1,equal protection,5,1,7,2000
Stevens v. Illinois DOT,"Coffey, John L.",1,1,0,1,60,1,0,0,0,2,1,equal protection,4,1,7,2000
Boulahanis v. Board of Regents,"Flaum, Joel M.",1,1,1,1,47,0,0,0,0,2,0,Title IX,5,1,7,1999
Markham v. White,"Cummings, Walter",0,0,1,0,50,1,0,0,0,3,1,equal protection,4,1,7,1999
Nelms v. Modisett,"Coffey, John L.",1,1,0,1,60,1,0,0,0,2,0,equal protection,4,1,7,1998
United States v. Wilson,"Kanne, Michael S.",2,1,1,1,49,1,0,0,0,2,1,abortion,4,1,7,1998
Varner v. Illinois State Univ.,"Wood, Harlington, Jr.",1,1,1,1,56,0,0,0,0,1,1,employment,8,1,7,1998
Doe v. Univ. of Ill.,"Coffey, John L.",1,1,1,1,60,1,0,0,0,2,1,Title IX,4,1,7,1998
Smith v. Metropolitan Sch. Dist. Perry Twp.,"Manion, Daniel A.",0,0,0,1,44,1,0,0,0,0,1,Title IX,4,1,7,1997
Doe by Doe v. City of Belleville,"Manion, Daniel A.",0,0,1,1,44,1,0,0,0,0,0,equal protection,4,1,7,1997
Nabozny v. Podlesny,"Eschbach, Jesse E.",1,1,1,1,61,0,0,0,0,2,0,equal protection,7,1,7,1996
Planned Parenthood v. Doyle,"Manion, Daniel A.",0,0,1,1,44,1,0,0,0,0,1,abortion,4,1,7,1998
Dormeyer v. Comerica Bank-Illinois,"Manion, Daniel A.",0,0,0,1,44,1,0,0,0,0,1,pregnancy,4,1,7,2000
Marshall v. AHA,"Wood, Harlington, Jr.",1,1,0,1,56,0,0,0,0,1,1,pregnancy,8,1,7,1998
Piraino v. International Orientation Resources,"Kanne, Michael S.",2,1,0,1,49,1,0,0,0,2,1,pregnancy,4,1,7,1998
Jensen v. Henderson,"Heaney, Gerald",1,1,1,0,48,1,0,0,0,2,3,employment,4,1,8,2002
Maegdlin v. Int'l Ass'n of Machinists & Aero. Workers,"Fagg, George B.",3,1,1,1,48,0,0,0,0,6,0,employment,10,1,8,2002
Mercer v. City of Cedar Rapids,"Loken, James B.",2,1,0,1,50,0,0,0,0,2,1,employment,8,1,8,2002
Sparr v. Ward,"Bowman, Pasco M.",2,1,0,1,50,0,0,0,0,3,1,employment,3,1,8,2002
"Lindsey v. Dillard's, Inc.","Lay, Donald",5,1,1,0,40,0,0,0,0,5,1,employment,8,1,8,2002
"Mohr v. Dustrol, Inc.","Beam, Clarence A.",0,0,1,1,57,0,0,0,0,5,1,employment,7,1,8,2002
Thorn v. Amalgamated Transit Union,"Gibson, John R.",3,1,0,1,64,0,0,0,0,4,1,employment,7,1,8,2002
Faibisch v. Univ. of Minn.,"Fagg, George B.",3,1,1,1,48,0,0,0,0,6,1,employment,10,1,8,2002
Crone v. UPS,"Beam, Clarence A.",0,0,0,1,57,0,0,0,0,5,1,employment,7,1,8,2002
Duncan v. GMC,"Wollman, Roger L.",0,0,0,1,51,0,0,0,0,3,1,employment,21,1,8,2002
Warren v. Prejean,"Beam, Clarence A.",0,0,0,1,57,0,0,0,0,5,1,employment,7,1,8,2002
Edmund v. MidAmerican Energy Co.,"Arnold, Richard S.",2,1,0,0,44,0,0,0,0,2,0,employment,2,1,8,2002
Hunt v. Missouri,"Fagg, George B.",3,1,1,1,48,0,0,0,0,6,1,employment,10,1,8,2002
Fish v. St. Cloud State Univ.,"Fagg, George B.",3,1,1,1,48,0,0,0,0,6,1,employment,10,1,8,2002
Lockridge v. Bd. of Trs.,"Heaney, Gerald",1,1,1,0,48,1,0,0,0,2,0,employment,4,1,8,2002
Cruzan v. Special Sch. Dist. # 1,"Fagg, George B.",3,1,0,1,48,0,0,0,0,6,1,employment,10,1,8,2002
Tadlock v. Powell,"Heaney, Gerald",1,1,1,0,48,1,0,0,0,2,1,employment,4,1,8,2002
Campos v. City of Blue Springs,"Heaney, Gerald",1,1,1,0,48,1,0,0,0,2,1,employment,4,1,8,2002
Jacob-Mua v. Veneman,"Loken, James B.",2,1,0,1,50,0,0,0,0,2,3,employment,8,1,8,2002
Ballard v. Rubin,"Hansen, David R.",NA,NA,0,1,53,0,0,0,0,2,0,employment,2,1,8,2002
Ltd. v. City of Coates,"Lay, Donald",5,1,0,0,40,0,0,0,0,5,NA,employment,8,1,8,2002
Hunt v. Neb. Pub. Power Dist.,"Murphy, Diana E.",0,0,1,0,NA,1,1,0,0,2,1,employment,4,1,8,2002
Kipp v. Mo. Highway & Transp. Comm'n,"Beam, Clarence A.",0,0,0,1,57,0,0,0,0,5,1,employment,7,1,8,2002
Duffy v. McPhillips,"Heaney, Gerald",1,1,0,0,48,1,0,0,0,2,0,employment,4,1,8,2002
Jackson v. Ark. Dep't of Educ.,"Arnold, Richard S.",2,1,0,0,44,0,0,0,0,2,1,employment,2,1,8,2001
Gibson v. Ark. Dep't of Corr.,"Arnold, Morris S.",0,0,0,1,51,0,0,0,0,0,1,employment,2,1,8,2001
"Beard v. Southern Flying J, Inc.","Arnold, Morris S.",0,0,1,1,51,0,0,0,0,0,1,employment,2,1,8,2001
P.H. v. School Dist. of Kansas City,"Hansen, David R.",NA,NA,0,1,53,0,0,0,0,2,0,employment,2,1,8,2001
"Gannon v. Circuit City Stores, Inc.","Fagg, George B.",3,1,0,1,48,0,0,0,0,6,0,employment,10,1,8,2001
"Rheineck v. Hutchinson Tech., Inc.","Bowman, Pasco M.",2,1,0,1,50,0,0,0,0,3,1,employment,3,1,8,2001
Maitland v. Univ. of Minn.,"Magill, Frank J.",0,0,1,1,59,1,0,0,0,1,0,employment,4,1,8,2001
Greer v. St. Louis Reg'l Med. Ctr.,"Arnold, Richard S.",2,1,1,0,44,0,0,0,0,2,1,employment,2,1,8,2001
Patrick v. Henderson,"Bye, Kermit",2,1,1,0,NA,NA,0,NA,NA,3,1,employment,NA,NA,8,2001
"Madison v. IBP, Inc.","Murphy, Diana E.",0,0,1,0,NA,1,1,0,0,2,1,employment,4,1,8,2001
Okruhlik v. Univ. of Ark.,"Magill, Frank J.",0,0,0,1,59,1,0,0,0,1,1,employment,4,1,8,2001
"Skinner v. Maritz, Inc.","Bowman, Pasco M.",2,1,1,1,50,0,0,0,0,3,1,employment,3,1,8,2001
Martin v. DaimlerChrysler Corp.,"Magill, Frank J.",0,0,0,1,59,1,0,0,0,1,1,employment,4,1,8,2001
"Sowell v. Alumina Ceramics, Inc.","Bowman, Pasco M.",2,1,0,1,50,0,0,0,0,3,1,employment,3,1,8,2001
Simmons v. New Pub. Sch. Dist. No. Eight,"Lay, Donald",5,1,1,0,40,0,0,0,0,5,1,employment,8,1,8,2001
"Smith v. Ashland, Inc.","Murphy, Diana E.",0,0,0,0,NA,1,1,0,0,2,1,employment,4,1,8,2001
Gentry v. Georgia-Pacific Corp.,"Bye, Kermit",2,1,0,0,NA,NA,0,NA,NA,3,1,employment,NA,NA,8,2001
Bradford v. DANA Corp.,"Arnold, Morris S.",0,0,0,1,51,0,0,0,0,0,1,employment,2,1,8,2001
Kline v. W. City of Kan. City,"Hansen, David R.",NA,NA,1,1,53,0,0,0,0,2,1,employment,2,1,8,2001
"Daggitt v. UFCW, Local 304A","Bowman, Pasco M.",2,1,1,1,50,0,0,0,0,3,1,employment,3,1,8,2001
Britton v. City of Poplar Bluff,"Bowman, Pasco M.",2,1,0,1,50,0,0,0,0,3,1,employment,3,1,8,2001
Genosky v. Minnesota,"Bowman, Pasco M.",2,1,0,1,50,0,0,0,0,3,1,employment,3,1,8,2001
"LaCroix v. Sears, Roebuck & Co.","Magill, Frank J.",0,0,0,1,59,1,0,0,0,1,1,employment,4,1,8,2001
Mellon v. Federal Express Corp.,"Bye, Kermit",2,1,0,0,NA,NA,0,NA,NA,3,1,employment,NA,NA,8,2001
Cronquist v. City of Minneapolis,"Heaney, Gerald",1,1,0,0,48,1,0,0,0,2,1,employment,4,1,8,2001
Broadus v. O.K. Indus.,"Fagg, George B.",3,1,0,1,48,0,0,0,0,6,0,employment,10,1,8,2001
Townsel v. State,"Hansen, David R.",NA,NA,0,1,53,0,0,0,0,2,1,employment,2,1,8,2000
Palesch v. Missouri Comm'n on Human Rights,Richard H. Battey,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1,employment,NA,NA,8,2000
Clearwater v. Independent Sch. Dist. No. 166,"Heaney, Gerald",1,1,0,0,48,1,0,0,0,2,1,employment,4,1,8,2000
Gregory v. Columbus McKinnon Corp.,"Fagg, George B.",3,1,0,1,48,0,0,0,0,6,1,employment,10,1,8,2000
Belk v. City of Eldon,"Beam, Clarence A.",0,0,1,1,57,0,0,0,0,5,1,employment,7,1,8,2000
Broadus v. O.K. Indus.,"Fagg, George B.",3,1,1,1,48,0,0,0,0,6,1,employment,10,1,8,2000
Hudson v. Norris,"Gibson, Floyd",NA,NA,1,0,55,1,0,0,0,NA,1,employment,4,1,8,2000
Page v. Arkansas Dep't of Correction,"Bowman, Pasco M.",2,1,1,1,50,0,0,0,0,3,1,employment,3,1,8,2000
Schoffstall v. Henderson,"Heaney, Gerald",1,1,0,0,48,1,0,0,0,2,1,employment,4,1,8,2000
Hocevar v. Purdue Frederick Co.,"Beam, Clarence A.",0,0,1,1,57,0,0,0,0,5,1,employment,7,1,8,2000
Clark v. Runyon,"Heaney, Gerald",1,1,0,0,48,1,0,0,0,2,1,employment,4,1,8,2000
Peterson v. Apfel,"Bright, Myron",1,1,0,0,49,0,0,0,0,2,0,employment,5,1,8,2000
Stuart v. GMC,"Hansen, David R.",NA,NA,0,1,53,0,0,0,0,2,1,employment,2,1,8,2000
Buettner v. Eastern Arch Coal Sales Co.,"Hansen, David R.",NA,NA,0,1,53,0,0,0,0,2,1,employment,2,1,8,2000
"Doumouras v. Northwest Airlines, Inc.","Gibson, John R.",3,1,0,1,64,0,0,0,0,4,1,employment,7,1,8,2000
Bassett v. City of Minneapolis,"Lay, Donald",5,1,1,0,40,0,0,0,0,5,1,employment,8,1,8,2000
Schwieger v. Farm Bureau Ins. Co.,"McMillian, Theodore",2,1,0,0,59,1,0,1,0,2,1,employment,4,2,8,2000
Lawrence v. Curators of the Univ. of Missouri,"Arnold, Morris S.",0,0,0,1,51,0,0,0,0,0,1,employment,2,1,8,2000
"Manson v. Little Rock Newspapers, Inc.","Gibson, Floyd",NA,NA,0,0,55,1,0,0,0,NA,1,employment,4,1,8,2000
Hubbard v. UPS,"Beam, Clarence A.",0,0,0,1,57,0,0,0,0,5,1,employment,7,1,8,2000
Klein v. McGowan,"Ross, Donald Roe",4,1,0,1,49,0,0,0,0,5,0,employment,7,1,8,1999
Miscellaneous Docket Matter 1 v. Miscellaneous Docket Matter 2,"Ross, Donald Roe",4,1,0,1,49,0,0,0,0,5,1,employment,7,1,8,1999
"Thorne v. Welk Inv., Inc.","Beam, Clarence A.",0,0,1,1,57,0,0,0,0,5,1,employment,7,1,8,1999
Winkle v. Southwestern Bell Tel. Co.,"Lay, Donald",5,1,0,0,40,0,0,0,0,5,0,employment,8,1,8,1999
Jefferson v. Missouri Dep't of Social Servs.,"Loken, James B.",2,1,1,1,50,0,0,0,0,2,1,employment,8,1,8,1999
Hoffman v. Rubin,"Loken, James B.",2,1,0,1,50,0,0,0,0,2,0,employment,8,1,8,1999
Becker v. University of Nebraska,"Loken, James B.",2,1,0,1,50,0,0,0,0,2,0,employment,8,1,8,1999
O'Sullivan v. Minnesota,"Bright, Myron",1,1,0,0,49,0,0,0,0,2,1,employment,5,1,8,1999
Scamardo v. Scott County,"Hansen, David R.",NA,NA,0,1,53,0,0,0,0,2,1,employment,2,1,8,1999
Schmedding v. Tnemec Co.,"Arnold, Morris S.",0,0,1,1,51,0,0,0,0,0,0,employment,2,1,8,1999
"Smith v. Robbins Hardwood Flooring, Inc.","Fagg, George B.",3,1,0,1,48,0,0,0,0,6,1,employment,10,1,8,1999
Malone v. Eaton Corp.,"Loken, James B.",2,1,0,1,50,0,0,0,0,2,0,employment,8,1,8,1999
Gross v. Weber,"Heaney, Gerald",1,1,0,0,48,1,0,0,0,2,1,employment,4,1,8,1999
"Dhyne v. Meiners Thriftway, Inc.","Loken, James B.",2,1,0,1,50,0,0,0,0,2,1,employment,8,1,8,1999
De Llano v. Berglund,"Heaney, Gerald",1,1,1,0,48,1,0,0,0,2,0,employment,4,1,8,1999
"Kimbrough v. Loma Linda Dev., Inc.","Gibson, Floyd",NA,NA,1,0,55,1,0,0,0,NA,1,employment,4,1,8,1999
Blackmon v. Pinkerton Sec. & Investigative Servs.,"Loken, James B.",2,1,1,1,50,0,0,0,0,2,1,employment,8,1,8,1999
Collins v. Henderson,"Gibson, Floyd",NA,NA,0,0,55,1,0,0,0,NA,1,employment,4,1,8,1999
Euerle-Wehle v. UPS,"Gibson, John R.",3,1,0,1,64,0,0,0,0,4,1,employment,7,1,8,1999
Hutchins v. International Bhd. of Teamsters,"Loken, James B.",2,1,0,1,50,0,0,0,0,2,1,employment,8,1,8,1999
Hedges v. Poletis,"Arnold, Morris S.",0,0,0,1,51,0,0,0,0,0,0,employment,2,1,8,1999
Brower v. Runyon,"Murphy, Diana E.",0,0,0,0,NA,1,1,0,0,2,1,employment,4,1,8,1999
"Kerns v. Capital Graphics, Inc.","Loken, James B.",2,1,0,1,50,0,0,0,0,2,1,employment,8,1,8,1999
Dodd v. Runyon,"Gibson, Floyd",NA,NA,0,0,55,1,0,0,0,NA,1,employment,4,1,8,1999
Forshee v. Waterloo Indus.,"Loken, James B.",2,1,0,1,50,0,0,0,0,2,1,employment,8,1,8,1999
Carter v. Chrysler Corp.,"Murphy, Diana E.",0,0,1,0,NA,1,1,0,0,2,1,employment,4,1,8,1999
Briley v. Carlin,"Gibson, Floyd",NA,NA,0,0,55,1,0,0,0,NA,1,employment,4,1,8,1999
Barrett v. Acevedo,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,employment,NA,NA,8,1999
Berg v. Norand Corp.,"Hansen, David R.",NA,NA,0,1,53,0,0,0,0,2,1,employment,2,1,8,1999
Van Steenburgh v. Rival Co.,"Arnold, Morris S.",0,0,1,1,51,0,0,0,0,0,1,employment,2,1,8,1999
Excel Corp. v. Bosley,"Bowman, Pasco M.",2,1,1,1,50,0,0,0,0,3,1,employment,3,1,8,1999
Breeding v. Arthur J. Gallagher & Co.,"Beam, Clarence A.",0,0,1,1,57,0,0,0,0,5,1,employment,7,1,8,1999
Love v. Runyon,"Arnold, Morris S.",0,0,0,1,51,0,0,0,0,0,0,employment,2,1,8,1999
Cox v. Dubuque Bank & Trust Co.,"Hansen, David R.",NA,NA,0,1,53,0,0,0,0,2,1,employment,2,1,8,1998
Lindstedt v. Missouri Libertarian Party,"Arnold, Richard S.",2,1,0,0,44,0,0,0,0,2,1,employment,2,1,8,1998
Lynn v. Deaconess Med. Center-West Campus,"Beam, Clarence A.",0,0,1,1,57,0,0,0,0,5,0,employment,7,1,8,1998
"Cochenour v. Western Cameron Sav. & Loan, F.A.","Bowman, Pasco M.",2,1,0,1,50,0,0,0,0,3,1,employment,3,1,8,1998
Flannery v. TWA,"Loken, James B.",2,1,0,1,50,0,0,0,0,2,1,employment,8,1,8,1998
Kramer v. Logan County Sch. Dist. No. R-1,"Arnold, Richard S.",2,1,1,0,44,0,0,0,0,2,1,employment,2,1,8,1998
Newhouse v. McCormick & Co.,"Gibson, John R.",3,1,1,1,64,0,0,0,0,4,0,employment,7,1,8,1998
Phillips v. Taco Bell Corp.,"Wollman, Roger L.",0,0,1,1,51,0,0,0,0,3,1,employment,21,1,8,1998
Newton v. Cadwell Lab.,"McMillian, Theodore",2,1,1,0,59,1,0,1,0,2,1,employment,4,2,8,1998
